package_id,performance_id,assay_id,instrument_id,software_id,technology_submission_id,directory,assay_name,instrument_name,package_name,performance_name,find_website_area,test_to_be_listed_on_finds_web_page,purpose_of_submission,confidentiality_level,assay_target,date_of_submission,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,planned_market_entry,primary_use_case,ID_type,disease_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,Drug_resistance_target,AST_output,test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,time_to_results_excl_prep,serovar_subtype,disease_target_phase,manufacturer_id,manufacturer,city,country,region,permalink,manufacturer_qms,submission_title,sensitivity,specificity,sensitivity_ci_low,sensitivity_ci_up,specificity_ci_low,specificity_ci_up,find_evaluation,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,type_data_source,target_patient_group,sample_type,data_to_be_published_on_finds_web_page,reference_url,country_tmp,city2,lat,lng
a2v69000004gLL6AAM,a266900000BscfmAAB,a2r69000007lbMBAAY,NA,NA,NA,Assays,SARS-CoV-2 IgG/IgM (GICA),NA,P-4144,PD-67236,Outbreak,Yes,Test Directory,NA,Antibody (serological),2023-06-22 12:17:50,Late Stage Development (fully functional prototype),None,Immunoassay,ID,Respiratory,Unspecified Market Entry,"Monitoring (treatment, immune status, patient)",NA,Covid-19;Pneumonia,NA,SARS-CoV-2,IgG;IgM,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma,15,Not applicable,NA,0016900002ZrR3SAAV,"Medcaptain Medical Technology CO.,ltd.",Shenzhen,China,Western Pacific Region,https://medcaptain.com/en,NA,Sars-cov-2 IgG;IgM,100,96.3,0,0,0,0,No,Company-Sponsored,35,78,113,NA,NA,Whole Blood;Serum;Plasma,No,NA,China,"Shenzhen, China",22.54554,114.0683
a2v69000004gLL6AAM,a266900000BscfnAAB,a2r69000007lbMBAAY,NA,NA,NA,Assays,SARS-CoV-2 IgG/IgM (GICA),NA,P-4144,PD-67237,Outbreak,Yes,Test Directory,NA,Antibody (serological),2023-06-22 12:17:50,Late Stage Development (fully functional prototype),None,Immunoassay,ID,Respiratory,Unspecified Market Entry,"Monitoring (treatment, immune status, patient)",NA,Covid-19;Pneumonia,NA,SARS-CoV-2,IgG;IgM,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma,15,Not applicable,NA,0016900002ZrR3SAAV,"Medcaptain Medical Technology CO.,ltd.",Shenzhen,China,Western Pacific Region,https://medcaptain.com/en,NA,Sars-cov-2 IgG;IgM,100,96.29,89.11,100,89.55,99.23,No,Company-Sponsored,32,81,113,Instructions for Use (IFU),NA,Whole Blood;Serum;Plasma,No,NA,China,"Shenzhen, China",22.54554,114.0683
a2v69000004gLL7AAM,a266900000BscfrAAB,a2r69000007lbpGAAQ,NA,NA,NA,Assays,Flu A/Flu B/SARS-CoV-2 Antigen (GICA),NA,P-4145,PD-67241,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:59,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Influenza;Pneumonia,NA,Influenza A;Influenza B;SARS-CoV-2,N-protein;Unknown,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab;Oropharyngeal swab,15,Unspecified,NA,0016900002ZrR3SAAV,"Medcaptain Medical Technology CO.,ltd.",Shenzhen,China,Western Pacific Region,https://medcaptain.com/en,NA,Sars-cov-2 N-protein,96.88,98.79,84.26,99.45,95.69,100,No,Company-Sponsored,32,165,197,Unverified data,NA,Nasopharyngeal swab;Oropharyngeal swab,No,NA,China,"Shenzhen, China",22.54554,114.0683
a2v69000004gLL8AAM,a266900000BscfzAAB,a2r69000007lbMVAAY,NA,NA,NA,Assays,2019-nCoV Antigen Rapid Test Kit (Colloidal Gold Immunochromatography),NA,P-4146,PD-67249,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:50,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab;Nasal swab,15,Not applicable,NA,0016900002Ztv6OAAR,Medea Medical,NA,United States,Region of the Americas,https://medea-medical.com,NA,Sars-cov-2 N-protein,92,99.62,86.54,95.37,97.89,99.93,No,Company-Sponsored,150,265,415,Instructions for Use (IFU),NA,Nasopharyngeal swab;Nasal swab,No,NA,United States,United States,39.398703156,-99.41461919
a2v69000004gLL9AAM,a266900000Bscg0AAB,a2r69000007lb6KAAQ,NA,NA,NA,Assays,v-spect,NA,P-4147,PD-67250,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:45,Research Use Only (RUO),Unknown,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,Other,Infrared spectrometry,Fluorescence,NA,NA,Not applicable,Not applicable,NA,Unspecified,Standard lab instrumentation is required,Automated (excluding sample preparation),True Point of Care,Intended for self-testing (in development),Oropharyngeal swab,2,Not applicable,NA,0016900002ffSI4AAM,Med FairSourcing GmbH,Gauting,Germany,European Region,https://med-fairsourcing.de,Other,Sars-cov-2,99,96,0,0,0,0,No,Company-Sponsored,500,2000,2500,Instructions for Use (IFU),NA,Oropharyngeal swab,No,NA,Germany,"Gauting, Germany",48.069151999,11.37745
a2v69000004gLLAAA2,a266900000Bscg2AAB,a2r69000007lbJiAAI,NA,NA,NA,Assays,MDx COVID-19 Ag Rapid Kit,NA,P-4148,PD-67252,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:49,Regulatory Achieved,Korea MFDS,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,Not applicable,NA,0016900002pzSj8AAE,MEDIAN DIAGNOSTICS INC (acquired by NanoHelix),Chuncheon-si,"Korea, Republic of",Western Pacific Region,https://mediandiagnostics.com,ISO 13485;GMP certified,Sars-cov-2 Nasal Ct 35,83.78,100,67.99,93.81,78.58,99.21,No,Company-Sponsored,37,78,115,Instructions for Use (IFU),NA,Nasal swab,No,NA,South Korea,"Chuncheon-si, South Korea",37.88048,127.72776
a2v69000004gLLBAA2,a266900000Bscg1AAB,a2r69000007lbG9AAI,NA,NA,NA,Assays,MDx COVID-19 Ag Home Test,NA,P-4149,PD-67251,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:48,Regulatory Achieved,Korea MFDS,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,NA,Not applicable,NA,0016900002pzSj8AAE,MEDIAN DIAGNOSTICS INC (acquired by NanoHelix),Chuncheon-si,"Korea, Republic of",Western Pacific Region,https://mediandiagnostics.com,ISO 13485;GMP certified,Sars-cov-2 N-protein,83.8,100,0,0,0,0,No,Company-Sponsored,0,0,115,Company website,NA,Nasopharyngeal swab,No,NA,South Korea,"Chuncheon-si, South Korea",37.88048,127.72776
a2v69000004gLLCAA2,a266900000Bscg4AAB,a2r69000007lbNDAAY,NA,NA,NA,Assays,Inspecter Kowa SARS- CoV-2,NA,P-4150,PD-67254,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:50,Regulatory Achieved,Japan MHLW,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,Unknown,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,near Point of Care,Intended for professional use only,Nasopharyngeal swab;Nasal swab,NA,Not applicable,NA,001w000001FEXJTAA5,"Medical & Biological Laboratories Co., ltd.",Aichi,Japan,Western Pacific Region,https://mblbio.com,NA,SARS-CoV-2 BLANK,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,No available data,NA,Nasopharyngeal swab;Nasal swab,No,NA,Japan,"Aichi, Japan",35.18022598,136.9067388
a2v69000004gLLDAA2,a266900000Bscg3AAB,a2r69000007lbzTAAQ,NA,NA,NA,Assays,MEBRIGHT SARS-CoV-2 Kit,NA,P-4151,PD-67253,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:18:02,Regulatory Achieved,Japan MHLW;CE-IVDD,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,Unknown,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,90,Not applicable,NA,001w000001FEXJTAA5,"Medical & Biological Laboratories Co., ltd.",Aichi,Japan,Western Pacific Region,https://mblbio.com,NA,Sars-cov-2,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,NA,NA,NA,No,NA,Japan,"Aichi, Japan",35.18022598,136.9067388
a2v69000004gLLEAA2,a266900000Bscg6AAB,a2r69000007lbAbAAI,NA,NA,NA,Assays,MD COVID-19 Antigen Rapid Test Kit,NA,P-4152,PD-67256,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:46,Research Use Only (RUO),None,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein;S-protein S1,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (in development),Saliva,15,Not applicable,NA,0016900002pybTaAAI,Medical Diagnostech Pty Ltd,Cape Town,South Africa,African Region,https://medi-tech.co.za,ISO 13485,Sars-cov-2 Overall,98,99,0,0,0,0,No,Company-Sponsored,273,317,590,Instructions for Use (IFU),NA,Saliva,No,NA,South Africa,"Cape Town, South Africa",-33.9271093,18.4200603
a2v69000004gLLFAA2,a266900000Bscg5AAB,a2r69000007lbHDAAY,NA,NA,NA,Assays,MD SARS-nCoV-2 Antigen Device,NA,P-4153,PD-67255,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:48,Regulatory Achieved,South Africa SAHPRA,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,Not applicable,NA,0016900002pybTaAAI,Medical Diagnostech Pty Ltd,Cape Town,South Africa,African Region,https://medi-tech.co.za,ISO 13485,sars-cov-2 BLANK,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,Instructions for Use (IFU),NA,Nasopharyngeal swab,No,NA,South Africa,"Cape Town, South Africa",-33.9271093,18.4200603
a2v69000004gLLGAA2,a266900000BscgBAAR,a2r69000007lb7UAAQ,NA,NA,NA,Assays,GenoAmp Real-Time RT-PCR SARS-CoV-2,NA,P-4154,PD-67261,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:45,Regulatory Achieved,CE-IVDD,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N gene;RdRp gene;S gene,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab;Nasal swab;Saliva,85,Not applicable,NA,0011r00002PmCO8AAN,Medical Innovation Ventures Sdn Bhd.,Gelugor,Malaysia,Western Pacific Region,https://mediven.com.my,ISO 13485,Sars-cov-2 Overall,100,100,88.4,100,88.43,100,No,Company-Sponsored,30,30,60,Instructions for Use (IFU),NA,Nasopharyngeal swab;Nasal swab;Saliva,No,NA,Malaysia,"Gelugor, Malaysia",5.3633415,100.3071427
a2v69000004gLLHAA2,a266900000BscgAAAR,a2r69000007lbTvAAI,NA,NA,NA,Assays,GenoAmp Real-Time RT-PCR COVID-19,NA,P-4155,PD-67260,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:52,Regulatory Achieved,Other;CE-IVDD,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,E gene;N gene;RdRp gene;S gene,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab;Saliva,105,Not applicable,NA,0011r00002PmCO8AAN,Medical Innovation Ventures Sdn Bhd.,Gelugor,Malaysia,Western Pacific Region,https://mediven.com.my,ISO 13485,Sars-cov-2,98.5,100,90.6,99.9,93,100,No,Company-Sponsored,65,65,130,Instructions for Use (IFU),NA,NA,No,NA,Malaysia,"Gelugor, Malaysia",5.3633415,100.3071427
a2v69000004gLLIAA2,a266900000BscgDAAR,a2r69000007lbr3AAA,NA,NA,NA,Assays,ProDetect Dengue NS1 Ag,NA,P-4156,PD-67263,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:59,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue,NA,Dengue virus,DENV NS1,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma;Whole Blood,10,Unspecified,NA,0011r00002PmCO8AAN,Medical Innovation Ventures Sdn Bhd.,Gelugor,Malaysia,Western Pacific Region,https://mediven.com.my,ISO 13485,SR;MA Dengue DENV NS1;Anti-DENV IgG;Anti-DENV IgM,0,0,0,0,0,0,No,Independent,0,0,0,Systematic review + Meta-analysis,NA,Whole Blood;Serum;Plasma,No,NA,Malaysia,"Gelugor, Malaysia",5.3633415,100.3071427
a2v69000004gLLIAA2,a266900000BscgEAAR,a2r69000007lbr3AAA,NA,NA,NA,Assays,ProDetect Dengue NS1 Ag,NA,P-4156,PD-67264,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:59,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue,NA,Dengue virus,DENV NS1,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma;Whole Blood,10,Unspecified,NA,0011r00002PmCO8AAN,Medical Innovation Ventures Sdn Bhd.,Gelugor,Malaysia,Western Pacific Region,https://mediven.com.my,ISO 13485,Dengue DENV NS1,95.8,96.1,0,0,0,0,No,Company-Sponsored,0,0,0,Instructions for Use (IFU),NA,Other,No,NA,Malaysia,"Gelugor, Malaysia",5.3633415,100.3071427
a2v69000004gLLJAA2,a266900000BscgCAAR,a2r69000007lbrBAAQ,NA,NA,NA,Assays,ProDetect Dengue Duo NS1 Ag & IgG;IgM Rapid Test,NA,P-4157,PD-67262,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antibody (serological) + Antigen,2023-06-22 12:17:59,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue,NA,Dengue virus,Anti-DENV IgG;Anti-DENV IgM;DENV NS1,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma;Whole Blood,10,Unspecified,NA,0011r00002PmCO8AAN,Medical Innovation Ventures Sdn Bhd.,Gelugor,Malaysia,Western Pacific Region,https://mediven.com.my,ISO 13485,Dengue BLANK,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,No available data,NA,Other,No,NA,Malaysia,"Gelugor, Malaysia",5.3633415,100.3071427
a2v69000004gLLKAA2,a266900000Bscg8AAB,a2r69000007lbrCAAQ,NA,NA,NA,Assays,ProDetect Dengue IgG;IgM Rapid Test,NA,P-4158,PD-67258,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antibody (serological),2023-06-22 12:17:59,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue,NA,Dengue virus,Anti-DENV IgG;Anti-DENV IgM,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma;Whole Blood,10,Unspecified,NA,0011r00002PmCO8AAN,Medical Innovation Ventures Sdn Bhd.,Gelugor,Malaysia,Western Pacific Region,https://mediven.com.my,ISO 13485,Dengue BLANK,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,No available data,NA,Other,No,NA,Malaysia,"Gelugor, Malaysia",5.3633415,100.3071427
a2v69000004gLLLAA2,a266900000Bscg7AAB,a2r69000007lbr2AAA,NA,NA,NA,Assays,GenoAmp Real-Time PCR Tropical Fever,NA,P-4159,PD-67257,Outbreak,Yes,Test Directory,NA,DNA,2023-06-22 12:17:59,Regulatory Achieved,CE-IVDD,Molecular,ID,Enteric;Fever and Febrile Illness;Intra-abdominal Infections,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Gastroenteritis;Salmonellosis (Non-Typhoidal),NA,Other;Plasmodium Species;Salmonella spp.;Leptospira spp,Unknown,qPCR,Fluorescence,Unknown,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Whole Blood,150,Unspecified,NA,0011r00002PmCO8AAN,Medical Innovation Ventures Sdn Bhd.,Gelugor,Malaysia,Western Pacific Region,https://mediven.com.my,ISO 13485,Typhoid BLANK,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,NA,NA,Other,No,NA,Malaysia,"Gelugor, Malaysia",5.3633415,100.3071427
a2v69000004gLLMAA2,a266900000Bscg9AAB,a2r69000007lbWwAAI,NA,NA,NA,Assays,GenoAmp Real-Time RT-PCR Flu A/Flu B/SARS-CoV-2/MERS-CoV,NA,P-4160,PD-67259,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:53,Regulatory Status Unknown,Unknown,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Bronchiolitis;Bronchitis;Covid-19;Influenza;Middle East Respiratory Syndrome;Pneumonia,Virus,Influenza A;Influenza B;Middle East Respiratory Coronavirus;SARS-CoV-2,Unknown,qPCR,Fluorescence,Semi-quantitative,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab;Bronchoalveolar lavage;Sputum,2.5,INFA H1;Other,NA,0011r00002PmCO8AAN,Medical Innovation Ventures Sdn Bhd.,Gelugor,Malaysia,Western Pacific Region,https://mediven.com.my,ISO 13485,Sars-cov-2,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,NA,NA,NA,No,NA,Malaysia,"Gelugor, Malaysia",5.3633415,100.3071427
a2v69000004gLLNAA2,a266900000BscgFAAR,a2r69000007lbFTAAY,NA,NA,NA,Assays,Coronavirus Disease 2019 Real Time PCR Kit,NA,P-4161,PD-67265,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:47,Regulatory Achieved,China NMPA,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N gene;ORF1ab,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Oropharyngeal swab;Sputum,60,Not applicable,NA,0016900002fhVtpAAE,MedicalSystem Biotechnology Co. ltd.,Ningbo,China,Western Pacific Region,https://en.nbmedicalsystem.com,NA,Sars-cov-2 Overall,98.62,99.7,93.62,100,94.7,100,No,Company-Sponsored,217,333,550,Instructions for Use (IFU),NA,Oropharyngeal swab;Sputum,No,NA,China,"Ningbo, China",29.87819,121.54945
a2v69000004gLLOAA2,a266900000BscgHAAR,a2r69000007lbAiAAI,NA,NA,NA,Assays,Coronavirus Disease 2019 Antibody (IgM/IgG)Combined Test Kit,NA,P-4162,PD-67267,Outbreak,Yes,Test Directory,NA,Antibody (serological),2023-06-22 12:17:46,Research Use Only (RUO),None,Immunoassay,ID,Respiratory,Already on the market (commercialized),"Monitoring (treatment, immune status, patient)",NA,Covid-19;Pneumonia,NA,SARS-CoV-2,IgG;IgM,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum,5,Not applicable,NA,0016900002fhVtpAAE,MedicalSystem Biotechnology Co. ltd.,Ningbo,China,Western Pacific Region,https://en.nbmedicalsystem.com,NA,Sars-cov-2 IgG;IgM,97.9,91.77,92.9,100,86.77,96.77,No,Company-Sponsored,296,334,630,NA,NA,Serum,No,NA,China,"Ningbo, China",29.87819,121.54945
a2v69000004gLLPAA2,a266900000BscgGAAR,a2r69000007lbOYAAY,NA,NA,NA,Assays,COVID-19 Ag Rapid Test Cassette,NA,P-4163,PD-67266,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:50,Research Use Only (RUO),None,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab;Saliva,10,Not applicable,NA,0016900002fhVtpAAE,MedicalSystem Biotechnology Co. ltd.,Ningbo,China,Western Pacific Region,https://en.nbmedicalsystem.com,NA,Sars-cov-2 N-protein,92.5,97.5,88.41,95.49,94.64,99.08,No,Company-Sponsored,240,240,480,Instructions for Use (IFU),NA,Nasal swab;Saliva,No,NA,China,"Ningbo, China",29.87819,121.54945
a2v69000004gLLQAA2,a266900000BscgJAAR,a2r69000007lbnVAAQ,NA,NA,NA,Assays,COVID-19 Ag Rapid Test Cassette (Nasal Swab),NA,P-4164,PD-67269,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:58,Late Stage Development (fully functional prototype),None,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,near Point of Care,Intended for professional use only,Nasopharyngeal swab;Nasal swab;Saliva,10,Not applicable,NA,0016900002fhVtpAAE,MedicalSystem Biotechnology Co. ltd.,Ningbo,China,Western Pacific Region,https://en.nbmedicalsystem.com,NA,Sars-cov-2 N-protein,90,100,68.3,98.76,97,100,No,Company-Sponsored,20,121,141,Instructions for Use (IFU),NA,Nasopharyngeal swab;Nasal swab;Saliva,No,NA,China,"Ningbo, China",29.87819,121.54945
a2v69000004gLLRAA2,a266900000BscgIAAR,a2r69000007lbyeAAA,NA,NA,NA,Assays,Coronavirus PCR test,NA,P-4165,PD-67268,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:18:01,Research Use Only (RUO),None,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,Unknown,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab;Sputum,NA,Not applicable,NA,0016900002fhVtpAAE,MedicalSystem Biotechnology Co. ltd.,Ningbo,China,Western Pacific Region,https://en.nbmedicalsystem.com,NA,Sars-cov-2,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,NA,NA,NA,No,NA,China,"Ningbo, China",29.87819,121.54945
a2v69000004gLLSAA2,a266900000BscgLAAR,a2r69000007lb7fAAA,NA,NA,NA,Assays,Medicovid-AG SARS CoV-2 Antigen SELBSTTEST NASE,NA,P-4166,PD-67271,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:45,Regulatory Achieved,Germany BfArM;CE-IVDD,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,15,Not applicable,NA,0016900002eT2tPAAS,MEDICE Medicines Pütter,Iserlohn,Germany,European Region,https://medice.com,NA,Sars-cov-2 Nasal,96.2,99.2,92.53,99.85,97.64,99.99,No,Company-Sponsored,105,125,230,Instructions for Use (IFU),NA,Nasal swab,No,NA,Germany,"Iserlohn, Germany",51.374540999,7.699212
a2v69000004gLLTAA2,a266900000BscgKAAR,a2r69000007lbvcAAA,NA,NA,NA,Assays,Medicovid-AG SARS-CoV-2 Antigen Schnelltest-Nase,NA,P-4167,PD-67270,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:18:00,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,Unknown,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,Not applicable,NA,0016900002eT2tPAAS,MEDICE Medicines Pütter,Iserlohn,Germany,European Region,https://medice.com,NA,sars-cov-2 BLANK,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,No available data,NA,Unknown,No,NA,Germany,"Iserlohn, Germany",51.374540999,7.699212
